1,0,
0,10873,
-1,10921,
-2,10932,
-3,10938,
-4,10942,
-5,10946,
-6,10949,
-7,10951,
-8,10954,
-9,10956,
-10,10958,
-11,10963,
-12,10975,
-13,10986,
-14,10997,
-15,11010,
-16,11021,
-17,11032,
-18,11043,
-19,11055,
-20,11068,
-21,11092,
-22,11149,
-23,11157,
-24,11161,
-25,11163,
-26,11165,
-27,11167,
-28,11169,
-29,11171,
-30,11181,
-31,11192,
-32,11204,
-33,11215,
-34,11227,
-35,11238,
-36,11261,
-35,11336,
-34,11374,
-33,11398,
-32,11442,
-31,11550,
-30,11571,
-29,11576,
-28,11580,
-27,11583,
-26,11585,
-25,11587,
-24,11589,
-23,11591,
-22,11598,
-21,11610,
-20,11621,
-19,11632,
-18,11644,
-17,11656,
-16,11667,
-17,11850,
-16,23504,
-15,23505,
-14,23506,
-13,23507,
-12,23508,
-11,23508,
-10,23510,
-9,23520,
-8,23530,
-7,23540,
-6,23552,
-5,23562,
-4,23572,
-3,23582,
-2,23592,
-3,23603,
-4,23614,
-3,23624,
-4,23634,
-3,23645,
-4,23655,
-5,23665,
-6,23675,
-7,23687,
-8,23697,
-9,23707,
-10,23718,
-11,23730,
-12,23741,
-11,23753,
-10,23764,
-9,23775,
-8,23785,
-7,23795,
-6,23805,
-5,23817,
-4,23827,
-3,23837,
-2,23847,
-3,23858,
-4,23868,
-5,23879,
-6,23889,
-7,23900,
-8,23910,
-9,23920,
-10,23931,
-11,23943,
-12,23955,
-13,23966,
-12,23977,
-11,23989,
-10,24000,
-9,24010,
-8,24022,
-7,24032,
-6,24042,
-5,24052,
-4,24062,
-3,24073,
-2,24084,
-3,24094,
-4,24104,
-5,24115,
-6,24125,
-7,24135,
-8,24146,
-9,24157,
-10,24168,
-11,24179,
-12,24190,
-13,24202,
-12,24214,
-11,24225,
-10,24237,
-9,24247,
-8,24257,
-7,24267,
-6,24279,
-5,24289,
-4,24299,
-3,24309,
-2,24320,
-3,24330,
-4,24340,
-5,24351,
-6,24361,
-7,24372,
-8,24382,
-9,24392,
-10,24403,
-11,24416,
-12,24427,
-13,24438,
-12,24450,
-11,24461,
-10,24472,
-9,24483,
-8,24494,
-7,24504,
-6,24514,
-5,24524,
-4,24535,
-5,24546,
-4,24556,
-5,24566,
-6,24577,
-7,24587,
-8,24597,
-9,24607,
-10,24620,
-11,24631,
-12,24642,
-13,24653,
-14,24665,
-15,24676,
-14,24688,
-13,24699,
-12,24711,
-11,24722,
-10,24733,
-9,24744,
-8,24755,
-7,24765,
-6,24775,
-5,24785,
-4,24796,
-5,24806,
-6,24817,
-7,24827,
-8,24838,
-9,24848,
-10,24859,
-11,24870,
-12,24883,
-13,24894,
-12,24905,
-11,24916,
-10,24928,
-9,24938,
-8,24949,
-7,24960,
-6,24970,
-5,24980,
-4,24990,
-3,25000,
-4,25012,
-5,25022,
-6,25032,
-7,25042,
-8,25053,
-9,25063,
-10,25074,
-11,25086,
-12,25098,
-13,25109,
-12,25120,
-11,25132,
-10,25144,
-9,25154,
-8,25164,
-7,25175,
-6,25185,
-5,25195,
-4,25205,
-5,25217,
-6,25227,
-7,25237,
-8,25247,
-9,25257,
-10,25269,
-11,25281,
-12,25292,
-13,25304,
-14,25315,
-13,25326,
-12,25337,
-11,25350,
-10,25361,
-9,25371,
-8,25381,
-7,25392,
-6,25402,
-5,25413,
-4,25423,
-5,25434,
-6,25444,
-7,25454,
-8,25464,
-9,25475,
-10,25487,
-11,25498,
-12,25509,
-13,25521,
-14,25532,
-13,25544,
-12,25555,
-11,25567,
-10,25578,
-9,25588,
-8,25598,
-7,25610,
-6,25620,
-5,25630,
-6,25640,
-7,25651,
-8,25661,
-9,25671,
-10,25683,
-11,25695,
-12,25706,
-13,25717,
-14,25729,
-15,25740,
-14,25752,
-13,25763,
-12,25775,
-11,25786,
-10,25797,
-9,25807,
-8,25819,
-7,25829,
-6,25839,
-7,25849,
-8,25860,
-9,25870,
-10,25882,
-11,25893,
-12,25905,
-13,25916,
-14,25927,
-15,25938,
-16,25951,
-15,25962,
-14,25973,
-13,25985,
-12,25996,
-11,26007,
-10,26019,
-9,26030,
-8,26040,
-7,26050,
-8,26060,
-9,26071,
-10,26083,
-11,26094,
-12,26105,
-13,26117,
-14,26128,
-15,26139,
-16,26151,
-17,26163,
-16,26174,
-15,26185,
-14,26196,
-13,26209,
-12,26220,
-11,26231,
-10,26243,
-9,26253,
-8,26263,
-9,26273,
-10,26286,
-11,26297,
-12,26308,
-13,26319,
-14,26331,
-13,26343,
-14,26354,
-15,26365,
-14,26377,
-13,26388,
-12,26399,
-11,26412,
-10,26423,
-9,26433,
-8,26443,
-7,26454,
-6,26464,
-5,26475,
-6,26485,
-7,26496,
-8,26506,
-9,26516,
-10,26527,
-11,26539,
-12,26551,
-13,26562,
-14,26573,
-15,26585,
-14,26596,
-13,26608,
-12,26619,
-11,26631,
-10,26642,
-9,26652,
-8,26662,
-7,26673,
-6,26684,
-5,26694,
-6,26704,
-7,26715,
-8,26725,
-9,26735,
-10,26747,
-11,26759,
-12,26770,
-13,26781,
-14,26792,
-15,26804,
-14,26816,
-13,26827,
-12,26839,
-11,26850,
-10,26861,
-9,26871,
-8,26883,
-7,26893,
-6,26903,
-5,26913,
-6,26924,
-7,26934,
-8,26945,
-9,26955,
-10,26967,
-11,26978,
-12,26989,
-13,27000,
-14,27013,
-15,27024,
-14,27035,
-13,27046,
-12,27058,
-11,27069,
-10,27081,
-9,27091,
-8,27102,
-7,27112,
-6,27122,
-5,27132,
-6,27144,
-7,27154,
-8,27164,
-9,27174,
-10,27186,
-11,27197,
-10,27209,
-11,27220,
-12,27232,
-11,27243,
-10,27254,
-9,27265,
-8,27276,
-7,27286,
-6,27296,
-5,27307,
-4,27317,
-3,27327,
-2,27337,
-3,27348,
-4,27359,
-5,27369,
-6,27379,
-7,27389,
-6,27400,
-5,27411,
-4,27421,
-3,27431,
-2,27442,
-1,27453,
0,27461,
1,27470,
2,27481,
3,27490,
4,27499,
5,27508,
6,27517,
7,27527,
6,27537,
7,27546,
8,27557,
7,27566,
6,27574,
5,27587,
4,27592,
3,27606,
2,27624,
3,27827,
4,27846,
5,27848,
6,27851,
7,27853,
8,27856,
9,27867,
10,27870,
11,27872,
12,27876,
13,27886,
14,27889,
15,27891,
16,27907,
17,27911,
18,27922,
19,27931,
20,27947,
21,27952,
20,27968,
19,27972,
18,27986,
17,27994,
16,28004,
15,28014,
16,28028,
17,28047,
18,28049,
19,28056,
20,28066,
21,28077,
22,28087,
23,28106,
24,28109,
25,28126,
26,28130,
27,28139,
26,28149,
25,28166,
24,28170,
23,28182,
22,28194,
21,28285,
20,28290,
19,28292,
18,28294,
17,28296,
16,28298,
15,28300,
14,28304,
13,28307,
12,28315,
11,28325,
10,28336,
9,28345,
8,28354,
7,28363,
6,28374,
5,28383,
4,28392,
3,28401,
2,28410,
1,28420,
0,28429,
-1,28440,
-2,28450,
-3,28461,
-4,28471,
-5,28481,
-6,28491,
-7,28691,
-8,28697,
-9,28704,
-10,28708,
-11,28709,
-12,28711,
-13,28712,
-14,28713,
-15,28716,
-16,28728,
-17,28739,
-18,28750,
-19,28762,
-20,28773,
-21,28784,
-22,28796,
-23,28808,
-24,28819,
-25,28830,
-26,28841,
-27,28853,
-28,28865,
-29,28876,
-30,29409,
-31,29413,
-32,29418,
-33,29423,
-34,29427,
-35,29428,
-36,29430,
-37,29431,
-38,29436,
-39,29448,
-40,29459,
-41,29470,
-42,29483,
-43,29494,
-44,29505,
-45,29516,
-46,29528,
-47,29540,
-48,29551,
-49,29562,
-50,29574,
-51,29585,
-50,29596,
-51,29890,
-52,29894,
-53,29899,
-54,29904,
-55,29906,
-56,29908,
-57,29910,
-58,29911,
-59,29918,
-60,29929,
-61,29940,
-62,29952,
-63,29964,
-64,29975,
-65,29986,
-66,29998,
-67,30009,
-68,30020,
-69,30032,
-70,30044,
-71,30055,
-72,30066,
-73,30077,
-74,30090,
